,file,L,a,b
0,tile-images/917037_1500587793583844_407241692_n.png,48.91198820152823,2.8795214325416953,-2.5893695437535356
1,tile-images/923679_1639885792957394_663562891_n.png,33.238978913610275,6.227638231679224,-0.6428396346629858
2,tile-images/924439_468208916668835_2077452412_n.png,53.374301059513165,9.736510198376907,9.231633111401344
3,tile-images/924849_961171243949976_899310604_n.png,55.93997652761988,6.4564036847513755,5.529733411591056
4,tile-images/927447_259687470868691_2035903376_n.png,52.43700885351218,-0.35234588825581503,12.46556965351524
5,tile-images/929178_1545281665768987_841080237_n.png,58.94394045631163,-2.6993891433038852,3.7591938541364747
6,tile-images/929215_352643904900366_812094193_n-9-0.png,45.52091276883052,0.255906064118887,2.5484474953974834
7,tile-images/929215_352643904900366_812094193_n-9-1.png,36.153772133137856,13.892163729790655,15.894496040875467
8,tile-images/929215_352643904900366_812094193_n-9-10.png,10.683803521589759,9.946740686943178,5.372826513198821
9,tile-images/929215_352643904900366_812094193_n-9-100.png,36.5941445054866,22.323354580537973,10.182899359142395
10,tile-images/929215_352643904900366_812094193_n-9-1001.png,29.673072235552333,4.270599209278255,0.2937878007260414
11,tile-images/929215_352643904900366_812094193_n-9-1002.png,49.650220203629196,6.544858113780603,-22.620907477299188
12,tile-images/929215_352643904900366_812094193_n-9-1003.png,75.74359333537765,7.716465660761318,7.276960830813396
13,tile-images/929215_352643904900366_812094193_n-9-1004.png,81.48076677842765,1.091725422325919,-6.650803804161685
14,tile-images/929215_352643904900366_812094193_n-9-1005.png,51.595786806699955,27.393513944501688,23.920711599988802
15,tile-images/929215_352643904900366_812094193_n-9-1006.png,54.47323758564428,14.414126760914305,26.916773778509217
16,tile-images/929215_352643904900366_812094193_n-9-1007.png,44.9536025257688,-0.07422912875523893,4.971607042574875
17,tile-images/929215_352643904900366_812094193_n-9-1008.png,45.30131598809125,-1.8188704822554334,12.449304102075839
18,tile-images/929215_352643904900366_812094193_n-9-1009.png,57.3305931773721,2.0848709171955346,5.311383398265204
19,tile-images/929215_352643904900366_812094193_n-9-101.png,43.30806409890962,-8.090848256791919,11.424892592034501
20,tile-images/929215_352643904900366_812094193_n-9-1010.png,28.014962671530373,6.4367091650114245,6.442173825799601
21,tile-images/929215_352643904900366_812094193_n-9-1011.png,36.86222327878903,6.97764560983616,-8.144630798420932
22,tile-images/929215_352643904900366_812094193_n-9-1012.png,50.99236442898947,9.394851880925408,7.1500789177394735
23,tile-images/929215_352643904900366_812094193_n-9-1013.png,69.13962926250814,0.10194737187528408,-7.618400993380682
24,tile-images/929215_352643904900366_812094193_n-9-1014.png,66.976056284761,0.29730583628584006,-4.085223423328163
25,tile-images/929215_352643904900366_812094193_n-9-1015.png,55.50760314410536,-4.573811102567271,0.9299173189236005
26,tile-images/929215_352643904900366_812094193_n-9-1016.png,45.93102950717066,27.026245967693573,23.131126609255237
27,tile-images/929215_352643904900366_812094193_n-9-1017.png,33.218302163491835,8.170919975354911,7.836771746771241
28,tile-images/929215_352643904900366_812094193_n-9-1018.png,61.87384776692503,3.655350214940004,9.900797356547725
29,tile-images/929215_352643904900366_812094193_n-9-1019.png,29.226398874465506,3.5664834549515025,6.560673260106152
30,tile-images/929215_352643904900366_812094193_n-9-102.png,50.94510934057785,-0.8422198836562774,1.07684606009989
31,tile-images/929215_352643904900366_812094193_n-9-1020.png,55.59815578755732,1.6182104085169673,4.134050099544351
32,tile-images/929215_352643904900366_812094193_n-9-1021.png,46.63349991532212,0.06739118695000913,10.475820085446621
33,tile-images/929215_352643904900366_812094193_n-9-1022.png,47.93350667685506,1.077431816443643,6.113964992708888
34,tile-images/929215_352643904900366_812094193_n-9-1023.png,36.68362320411865,0.9886259724186078,-2.355727728043467
35,tile-images/929215_352643904900366_812094193_n-9-1024.png,25.22011125248886,2.547173275175912,-16.018642386989384
36,tile-images/929215_352643904900366_812094193_n-9-1025.png,24.537001115549266,23.159021170742882,15.017720876292122
37,tile-images/929215_352643904900366_812094193_n-9-1026.png,41.62889906855819,2.1668014135474265,10.844450838083723
38,tile-images/929215_352643904900366_812094193_n-9-1027.png,33.53369027878682,-7.066205149155573,19.60407448409582
39,tile-images/929215_352643904900366_812094193_n-9-1028.png,33.98758558645738,1.6678299924694742,5.291952322914281
40,tile-images/929215_352643904900366_812094193_n-9-1029.png,15.112101852535256,5.364891497261538,5.371341291445569
41,tile-images/929215_352643904900366_812094193_n-9-103.png,39.50450071981328,-2.289685033217037,7.931761776091565
42,tile-images/929215_352643904900366_812094193_n-9-1030.png,64.1459423196029,3.6441846325560117,4.439536551754795
43,tile-images/929215_352643904900366_812094193_n-9-1031.png,44.699686357887714,18.442744999218668,15.482792671760246
44,tile-images/929215_352643904900366_812094193_n-9-1032.png,41.95900262867186,5.581360898525917,14.988805212240575
45,tile-images/929215_352643904900366_812094193_n-9-1033.png,59.02513104129226,3.4327605681998286,26.74753658044347
46,tile-images/929215_352643904900366_812094193_n-9-1034.png,62.025948299575674,0.3494078823524771,-0.409613832671848
47,tile-images/929215_352643904900366_812094193_n-9-1035.png,60.9848450260836,0.6647383604688692,-5.86595385283315
48,tile-images/929215_352643904900366_812094193_n-9-1037.png,53.04113645815329,0.9045626419554391,28.005422296019237
49,tile-images/929215_352643904900366_812094193_n-9-1038.png,51.21387956544333,10.688859381996126,11.116544460821741
50,tile-images/929215_352643904900366_812094193_n-9-1039.png,34.11698789842267,5.526647537982182,10.405016226359422
51,tile-images/929215_352643904900366_812094193_n-9-104.png,57.07845883725056,19.78039756547872,10.781022145527675
52,tile-images/929215_352643904900366_812094193_n-9-1041.png,78.36723801558121,-0.4642180378785335,6.490832293768516
53,tile-images/929215_352643904900366_812094193_n-9-1042.png,39.13783658649459,1.2176683071750054,0.6869855961332015
54,tile-images/929215_352643904900366_812094193_n-9-1043.png,26.357447127412893,16.365333707297037,18.02089536953329
55,tile-images/929215_352643904900366_812094193_n-9-1044.png,63.47456415358439,-0.5565308230424317,-0.6357658438033925
56,tile-images/929215_352643904900366_812094193_n-9-1045.png,73.5664510500979,2.9012145625354786,2.9306828887602103
57,tile-images/929215_352643904900366_812094193_n-9-1046.png,55.79697189841117,3.3180342166115224,1.6955439352053354
58,tile-images/929215_352643904900366_812094193_n-9-1047.png,48.10838355820878,3.3482334894809616,2.6412925714082855
